"Id","Rest Id","Name","Screen Name","Can Dm","Description","Followers Count","Normal Followers Count","Friends Count","Favourites Count","Listed Count","Statuses Count","Location","Media Count","Profile Banner Url","Profile Url","Avatar Url","Is Blue Verified","Is Verified","Possibly Sensitive","Super Follow Eligible","Professional Type","Professional Category","Tipjar Settings","Created At","Scraped At"
"VXNlcjo3NTY5MDA5MTA5MzI5OTYwOTY=","756900910932996096","Nina Infinity","Nina7Infinity","No","Nerdy girl who loves cats, anime, movies, books, vidy games & anything SciFi. #InfiniteHope   🇨🇦🇲🇽 
https://t.co/iCpasPPyBx","45438","45438","3693","100721","179","66217","","12207","https://pbs.twimg.com/profile_banners/756900910932996096/1469326655","https://x.com/Nina7Infinity","https://pbs.twimg.com/profile_images/1886239082126114816/RXc9O2Bz_normal.jpg","Yes","No","No","Yes","Creator","Id: 15, Name: Entertainment & Recreation","","2016-07-23T17:16:54.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjo1NjY2MDgxNTc=","566608157","Eric July","EricDJuly","No","Owner of @TheRippaverse. Vox in @BackWordzMusic & Cofounder of @Beinlibertarian. @BlazeTV fire-starter. Anarcho-Capitalist. Youtube: https://t.co/An6ABaRpGR","202825","202825","661","51622","701","99932","Dallas & Corpus Tx/ Memphis","11930","https://pbs.twimg.com/profile_banners/566608157/1657491208","https://x.com/EricDJuly","https://pbs.twimg.com/profile_images/1970494265257013248/LyJBYCCZ_normal.jpg","Yes","No","No","Yes","Creator","Id: 933, Name: Media Personality","","2012-04-29T19:35:23.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoyOTY3ODMx","2967831","Chrissie Mayr🇺🇸","ChrissieMayr","No","Comedian, SimpCast, NightMayr, My album 'Live from January 6th' is on Amazon/iTunes, Friday Night Tights Fridays 4pmET on @Nerdrotics channel","224059","224059","6704","192873","497","88751","New York","9191","https://pbs.twimg.com/profile_banners/2967831/1759340419","https://x.com/ChrissieMayr","https://pbs.twimg.com/profile_images/1739181283886964736/OpH6gvg9_normal.jpg","Yes","No","No","Yes","","","""is_enabled"": ""true""
""venmo_handle"": ""chrissiemayr""","2007-03-30T12:50:39.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjo3MzIwNTI0Mzk5MDIzMjY3ODU=","732052439902326785","itsagundam","GundamIsHere","No","The idiopathic anger of the righteous outlaw
Culture Critic 
CEO of DickBag Productions
Email:  jack@elktalent.com
Designer @YourPalAnus","182162","182162","317","24898","359","27810","City Dump","9282","https://pbs.twimg.com/profile_banners/732052439902326785/1628115647","https://x.com/GundamIsHere","https://pbs.twimg.com/profile_images/1696918037771804672/PPMTZ68-_normal.jpg","Yes","No","No","Yes","Creator","Id: 934, Name: Social Media Influencer","","2016-05-16T03:37:57.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjozMDQzMDg4NDM0","3043088434","Flash","YellowFlashGuy","Yes","Welcome to the #IronAge","115421","115421","2118","87951","357","27127","","8242","https://pbs.twimg.com/profile_banners/3043088434/1669725424","https://x.com/YellowFlashGuy","https://pbs.twimg.com/profile_images/1602487951920865280/Nzch8br1_normal.jpg","Yes","No","No","Yes","Creator","Id: 580, Name: Media & News Company","","2015-02-17T17:10:34.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjo3NTE5MTA2OTI0NDYyODE3Mjg=","751910692446281728","1/4 Black Garrett","QTRBlackGarrett","Yes","Co-Host of Friday Night Tights, Typo King. Internet drifter. Professional fool. Nightshift editor. All of my LINKS https://t.co/IZbjwGlqYd","173936","173936","1377","60172","307","12567","My YouTube channel","4239","https://pbs.twimg.com/profile_banners/751910692446281728/1636140623","https://x.com/QTRBlackGarrett","https://pbs.twimg.com/profile_images/1993239154553982976/i8ap2-W9_normal.jpg","Yes","No","No","No","Business","Id: 1042, Name: Content Creator","","2016-07-09T22:47:33.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjo5NTc2NTE2NDUzMDI2MjQyNTY=","957651645302624256","thatstarwarsgirl","thatstarwarsgrl","Yes","Artist&Youtuber. I identify as a mutant. Don't @ me bro unless you're prepared to deal with the wrath of the Hobbit;) https://t.co/qCdayOaXHT","123779","123779","954","45704","394","31253","California, USA","10456","https://pbs.twimg.com/profile_banners/957651645302624256/1658916169","https://x.com/thatstarwarsgrl","https://pbs.twimg.com/profile_images/1648849911675523074/n7ob4C5J_normal.jpg","Yes","No","No","Yes","","","""is_enabled"": ""true""","2018-01-28T16:28:39.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxNjYyMDgwMw==","16620803","Nerdrotic","Nerdrotics","Yes","YouTuber, sober ex-felon, Africa expert, and Alt-Rohirrim. 
Home of #FridayNightTights - https://t.co/W7zTNKikJM","267713","267713","748","93173","864","36696","San Antonio,Texas","12698","https://pbs.twimg.com/profile_banners/16620803/1672085496","https://x.com/Nerdrotics","https://pbs.twimg.com/profile_images/1607469191811981312/gI888UfW_normal.jpg","Yes","No","No","Yes","","","","2008-10-06T21:35:06.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxMTUwODE4NDI2","1150818426","Jeremy Prime","DDayCobra","Yes","Founder/Owner @GeeksGamersCom | @SportsWarsNet | @ParkHoppin | @GeeksGamersPlay | @CobraCast199 🐍","106013","106013","591","42319","376","39226","Florida ","10073","https://pbs.twimg.com/profile_banners/1150818426/1739750757","https://x.com/DDayCobra","https://pbs.twimg.com/profile_images/1826005342251069440/n4Fz10An_normal.jpg","Yes","No","No","Yes","Business","","""is_enabled"": ""true""","2013-02-05T12:33:38.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxOTkxMTU3NTcxNTQyMjk4NjI0","1991157571542298624","kelphiee","kelphiee","Yes","pokémon lover & streamer
hey@kelphiee.com / https://t.co/Fcs8NsqNfV","111","111","74","84","0","186","London, UK ","7","https://pbs.twimg.com/profile_banners/1991157571542298624/1766781000","https://x.com/kelphiee","https://pbs.twimg.com/profile_images/2004633596821118976/woPPe4-z_normal.jpg","Yes","No","No","No","Creator","Id: 959, Name: Gamer","","2025-11-19T14:52:24.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxOTk4MTU2MjM3NDE5Mjk0NzIw","1998156237419294720","Ignacio","ignawirethings","Yes","Unreal Artist · Unreal Engine Materials, shaders, tools & pipelines Wiring things until they work (mostly)","21","21","192","27","0","40","","11","https://pbs.twimg.com/profile_banners/1998156237419294720/1765418840","https://x.com/ignawirethings","https://pbs.twimg.com/profile_images/1998165335325712384/uRSM-MW__normal.jpg","Yes","No","No","No","","","","2025-12-08T22:22:46.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxNzkwNDg4OTQyODc1MjAxNTM2","1790488942875201536","Too Dark Studios","TooDarkStudios","Yes","An indie game studio starting its long journey in the world of development...
Made by: @FlymperLand @RenzakiDev @bia_almarts

https://t.co/eL2HLdxGBA","2710","2710","27","827","10","403","","135","https://pbs.twimg.com/profile_banners/1790488942875201536/1722983230","https://x.com/TooDarkStudios","https://pbs.twimg.com/profile_images/1820948837373980673/sH_SlLkR_normal.jpg","No","No","No","No","","","","2024-05-14T21:07:25.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoyMjE5MDQ3MjM2","2219047236","Lan","Lanstrash","Yes","Solo dev. Working on a third person ARPG. Prev made Crystal Story.","1813","1813","500","6290","29","540","","98","https://pbs.twimg.com/profile_banners/2219047236/1754763164","https://x.com/Lanstrash","https://pbs.twimg.com/profile_images/1658534711051030528/3rEWZWYV_normal.png","Yes","No","No","No","","","","2013-11-28T06:48:31.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxNjc3MDM0ODA4MTM5MDM0NjI2","1677034808139034626","chev","chev3d","No","3d artist / making an animated music video ✨️ / maya + houdini","6168","6168","1407","8377","62","429","","61","https://pbs.twimg.com/profile_banners/1677034808139034626/1705631506","https://x.com/chev3d","https://pbs.twimg.com/profile_images/1748171357160878080/S0rXOd3o_normal.jpg","No","No","No","No","","","","2023-07-06T19:20:51.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxNjkxMjIzOTU3MzkzODg3MjMy","1691223957393887232","CosmicDev","CosmicDev117","Yes","Developer of Wasteland Bites | A terrifying blend of cooking and survival.

☢ https://t.co/7ihjBVZdEs","760","760","46","322","7","102","","55","https://pbs.twimg.com/profile_banners/1691223957393887232/1761778235","https://x.com/CosmicDev117","https://pbs.twimg.com/profile_images/1935059889174228992/eQjMRk7f_normal.png","No","No","No","No","Creator","Id: 1009, Name: Community","","2023-08-14T23:03:19.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxMjQ0NjQyOTY4NzIxNjUzNzYx","1244642968721653761","Xue AKA Xray Girl 🍷🧈✌️","xraygirl_","Yes","😎Nerd Padawan💛Nerdrotic and Forbidden Frontier producer 💕Co-host of Pour Choices and Saucy Saturdays ⚡️Powered by Rogue Energy 🧼 Ancient Suds","46158","46158","524","20241","165","9405","Canada","1872","https://pbs.twimg.com/profile_banners/1244642968721653761/1590836965","https://x.com/xraygirl_","https://pbs.twimg.com/profile_images/1654635210900746243/YMTJft3p_normal.jpg","Yes","No","No","No","","","""is_enabled"": ""true""","2020-03-30T15:09:48.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjozMDEwOTYzNTUw","3010963550","Kara Lynne","Kara_Creates","Yes","Customer Relations Manager @TheRippaverse // YouTube Partner // Collector of Pikachus // ✉️: kara@karacreates.net","20297","20297","1607","63041","111","21258","Raleigh, North Carolina","6124","https://pbs.twimg.com/profile_banners/3010963550/1711939432","https://x.com/Kara_Creates","https://pbs.twimg.com/profile_images/1780290926843232256/Jy1sGF_5_normal.jpg","Yes","No","No","No","Creator","Id: 1042, Name: Content Creator","""is_enabled"": ""true""
""venmo_handle"": ""karagooch""","2015-02-06T06:54:15.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoyOTE3OTcxNTg=","291797158","ThePrimeagen","ThePrimeagen","Yes","skill issues: 🟩⬛️⬛️⬛️⬛️⬛️(69/420)

https://t.co/qWJnB6p4EP
https://t.co/IwY3FTx1ZE
https://t.co/TYJ6aSpwYs","319619","319619","1203","117157","1436","44333","Windows ME","4945","https://pbs.twimg.com/profile_banners/291797158/1767035892","https://x.com/ThePrimeagen","https://pbs.twimg.com/profile_images/1924503772094517249/DfKkH0ph_normal.jpg","Yes","No","No","Yes","Creator","Id: 713, Name: Science & Technology","","2011-05-02T16:42:29.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjozMDUwOTkyNjc3","3050992677","Zoroarts 🦈 Paddle Paddle Paddle OUT NOW","Zoroarts","Yes","Mateo | 23 years | Moers, Germany | developing videogames solo | Creator of Makis Adventure, Rogue Jungle & Paddle Paddle Paddle | mateo.covic@zoroarts.com","6777","6777","3089","25820","60","17051","Moers, Germany","2243","https://pbs.twimg.com/profile_banners/3050992677/1754132839","https://x.com/Zoroarts","https://pbs.twimg.com/profile_images/1951418458161258496/nzfuKva4_normal.jpg","Yes","No","No","No","","","","2015-02-21T22:58:47.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxODkwNDg3MTMwNTgyOTE3MTIx","1890487130582917121","Turbo Dog Games | Spiritstead","turbodoggames","No","Indie game dev team that builds ✨magical worlds✨ with breathtaking art.

Discord: https://t.co/v6K2nrFUux","982","982","88","467","6","190","","60","https://pbs.twimg.com/profile_banners/1890487130582917121/1754738802","https://x.com/turbodoggames","https://pbs.twimg.com/profile_images/1890487639737856000/iCONg_TS_normal.png","No","No","No","No","Business","Id: 716, Name: Video Game Company","","2025-02-14T19:44:09.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjo4MjExMTI1NjQ2Mzc2MzQ1NjA=","821112564637634560","Kabewski (comms closed)","Kabooski01","Yes","Artist, game designer and enemy of IP departments.
Currently working on a small skirmish tabletop game.","55083","55083","258","20162","216","6518","","2014","https://pbs.twimg.com/profile_banners/821112564637634560/1705582615","https://x.com/Kabooski01","https://pbs.twimg.com/profile_images/1986907550994894848/IN_4VdjW_normal.jpg","No","No","No","No","Business","","","2017-01-16T21:51:05.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjozMzgxODQxNzgw","3381841780","Gorka Games","GorkaGames","Yes","Game Developer | +150K Subs and +20 Million Views on YouTube | Biggest Unreal Engine 5 Creator | Made Viral Games Played by iShowSpeed, xQc, ElRubius & More","5930","5930","923","6681","39","2409","San Francisco, CA","556","https://pbs.twimg.com/profile_banners/3381841780/1685005720","https://x.com/GorkaGames","https://pbs.twimg.com/profile_images/1661653333197594624/Zz8qGfNQ_normal.jpg","Yes","No","No","No","Creator","Id: 716, Name: Video Game Company","","2015-07-18T14:27:20.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxOTk0MjQyODY1OTcxNzMyNDgw","1994242865971732480","Hironix","h1ronix","Yes","Graphic Designer Pixel Artist

From Vietnam 🇻🇳
-----------------
Discord: h1ronix
Mail: hiro.despix@gmail.com","64","64","60","207","0","86","","27","https://pbs.twimg.com/profile_banners/1994242865971732480/1766085166","https://x.com/h1ronix","https://pbs.twimg.com/profile_images/1994243825360097280/yRsJ0NjG_normal.jpg","No","No","No","No","Creator","Id: 1025, Name: Graphic Designer","","2025-11-28T03:12:21.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjo5NDEzNzY5NTYyMDUwOTI4NjQ=","941376956205092864","Zolden","ZoldenGames","No","Indie developer, now working on Simulario - a physics simulation based game, that runs all logic on GPU
Also senior dev in AAA
Unity3D, Unreal, C#, C++, HLSL","9252","9252","683","31958","91","7326","Cyprus","547","","https://x.com/ZoldenGames","https://pbs.twimg.com/profile_images/1639921407470493696/MiX8-Olz_normal.jpg","Yes","No","No","No","","","","2017-12-14T18:38:51.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxODg0MTk4NDA5MzU3MzY1MjQ4","1884198409357365248","Genki Dev","DevGenki","No","Indie game developer || Follow to stay update with the project!","1018","1018","619","3804","4","773","Australia","208","https://pbs.twimg.com/profile_banners/1884198409357365248/1740359675","https://x.com/DevGenki","https://pbs.twimg.com/profile_images/1982931613655953408/T6QP9eQ4_normal.jpg","Yes","No","No","No","Creator","Id: 1037, Name: Game Developer","","2025-01-28T11:14:54.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxOTM4MjI4ODYyNTMxMjgwODk2","1938228862531280896","seyed amir khansari zade","seyed0_0amir","Yes","","65","65","162","245","1","49","","18","https://pbs.twimg.com/profile_banners/1938228862531280896/1751053205","https://x.com/seyed0_0amir","https://pbs.twimg.com/profile_images/1938683758342770689/kYLv9fgy_normal.png","No","No","No","No","","","","2025-06-26T13:32:53.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjozOTI0NzM3Mg==","39247372","Johann Verbroucht","jverbroucht","Yes","Founder of @studio_goblinz. Co-funder of @RaccoonBusiness . Newsletter for our next project 👇","3080","3080","1169","8351","67","6576","Thionville, France","332","https://pbs.twimg.com/profile_banners/39247372/1765564389","https://x.com/jverbroucht","https://pbs.twimg.com/profile_images/1570678475903614978/SlWH6obj_normal.jpg","Yes","No","No","No","","","","2009-05-11T13:10:16.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjozNzY5OTIxMjc=","376992127","Rhos 🦋","RhosGFX","Yes","Icon Designer 🖌️

💵 Buy icons: https://t.co/68NyzCZQrI
🏆 Top seller: https://t.co/jSgDHI1KQy
🔗 Links: https://t.co/nyjGvdqqOz

#gameassets","8018","8018","80","6780","15","2526","","644","https://pbs.twimg.com/profile_banners/376992127/1620568457","https://x.com/RhosGFX","https://pbs.twimg.com/profile_images/1771960095225602048/0gLCw9l7_normal.jpg","No","No","No","No","","","","2011-09-20T20:50:54.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxMjQ5NTEwMTg5MDcxMzk2ODY0","1249510189071396864","Faultbox ✨","Faultbox","Yes","🎨 Professional Pixel Artist 
🎮 Game Dev 
🕹️ Game Assets
 https://t.co/6HoSCoMesc  Profile & Store Art : @mizzfiend","6381","6381","452","14867","79","1522","Lost in The Keywork ","151","https://pbs.twimg.com/profile_banners/1249510189071396864/1766948523","https://x.com/Faultbox","https://pbs.twimg.com/profile_images/1996820625663393792/KmgQvROo_normal.jpg","No","No","No","No","","","","2020-04-13T01:30:27.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxMzc1NTY3MjE1NzA2MTgxNjQx","1375567215706181641","Prisma Doker","PrismaDoker1","No","Game Dev | Tiktok
https://t.co/4yMJAJtRuG

I'm making a weird indie puzzle-adventure game.","132","132","30","253","1","14","Acuña, Coahuila de Zaragoza","8","https://pbs.twimg.com/profile_banners/1375567215706181641/1639184618","https://x.com/PrismaDoker1","https://pbs.twimg.com/profile_images/2002656532714983424/4bcpp7hR_normal.jpg","No","No","No","No","Creator","Id: 1037, Name: Game Developer","","2021-03-26T21:58:04.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxMjQ5MTkzODQ3NjU1MDIyNTky","1249193847655022592","Imaginary Villain","ImaginaryVilla2","No","Wishlist Poppet Quest on Steam! https://t.co/Khw5VkE3ZQ

Watch me build it on Twitch! 
https://t.co/bTYZiRMhhX","1368","1368","1274","72934","8","1757","","256","https://pbs.twimg.com/profile_banners/1249193847655022592/1762404394","https://x.com/ImaginaryVilla2","https://pbs.twimg.com/profile_images/1595712761903792128/cb-uxsX9_normal.jpg","Yes","No","No","No","","","","2020-04-12T04:34:11.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxOTM1MDE3NDUzNjM0OTM2ODMy","1935017453634936832","psychopump","psychopumpgames","Yes","Game studio focused on making weird games! 

Email contact: psychopumpstudio@gmail.com","23","23","77","177","0","40","CATHEDRAL OF KINETIC SINS","16","https://pbs.twimg.com/profile_banners/1935017453634936832/1763661255","https://x.com/psychopumpgames","https://pbs.twimg.com/profile_images/1945916184924151808/RvWi40cH_normal.jpg","Yes","No","No","No","","","","2025-06-17T16:51:43.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxODI1MTA4MzExOTU3NzUzODU2","1825108311957753856","Saturn_no06 🎨","Saturn_no06","Yes","Estudiante de Diseño Gráfico|| 
What is God if not an artist? - Sheo 
「 Digital
「 Tradicional
Esp 🇲🇽 / Eng 🇺🇸","156","156","133","13189","0","827","My room","80","https://pbs.twimg.com/profile_banners/1825108311957753856/1723975274","https://x.com/Saturn_no06","https://pbs.twimg.com/profile_images/2004384413870940160/boa1Sxm2_normal.jpg","No","No","No","No","Creator","Id: 1025, Name: Graphic Designer","""is_enabled"": ""false""","2024-08-18T09:51:51.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxNjk2MjcwNzcyMjI0ODgwNjQw","1696270772224880640","Indie DevChronicles","indieDevC","No","welcome to your one-stop shop on the latest  in Indie games, AAA Console game news, and gaming tech entertainment.","4608","4608","3807","32897","16","30492","Global","1202","https://pbs.twimg.com/profile_banners/1696270772224880640/1701746503","https://x.com/indieDevC","https://pbs.twimg.com/profile_images/1731876475777826816/Jcih6-1x_normal.jpg","No","No","No","No","","","","2023-08-28T21:17:47.000Z","2025-12-30T13:20:13.859Z"
